token,age_hours,market_cap,liquidity_usd,volume_24h,holders,is_moonshot,chain,entry_price,current_price,top_10_holders_pct,is_liquidity_locked,dev_holding_pct,tx_velocity_1m,has_socials,funded_from_cex,label,liquidity_to_mc_ratio,volume_to_liq_ratio
SCAM_0117,29,29428.354399587584,16319.786340671331,3762.047695048831,87,False,solana,1e-05,2.9428354399587588e-05,18.504606856145116,1,15.854488866951923,16.101381426248658,0,1,0,0.5545410925120408,0.2305065219605151
SCAM_0118,38,52729.77591396577,7044.631249838927,4524.49962842106,12,False,solana,1e-05,5.272977591396578e-05,42.71638815650077,1,10.035981178139055,14.179962289848284,0,1,0,0.13359619933021227,0.6421709379872097
SCAM_0119,33,37146.59989975459,6686.224664304036,1812.0093466158592,73,False,solana,1e-05,3.7146599899754594e-05,17.928117280830207,1,11.913919870078388,5.194622642986447,1,1,0,0.17999075801255757,0.2709658247745504
SCAM_0120,15,3000.0,1000.0,500.0,17,False,solana,1e-05,3e-06,25.751624869734645,1,8.631954336028514,2.5652398667010115,0,0,0,0.3332222592469177,0.4995004995004995
SCAM_0121,22,9335.923847680922,1448.5563398330958,929.9860204365576,27,False,solana,1e-05,9.335923847680923e-06,33.12075835580711,0,23.169011226672566,13.929486739419549,0,0,0,0.1551427818695216,0.6415659708291419
SCAM_0122,23,4526.078668652565,1935.0818103542856,666.9499579026747,88,False,solana,1e-05,4.526078668652565e-06,19.54518409517176,0,16.66783589532241,13.435713071341569,0,1,0,0.4274460313123388,0.34448438817811566
SCAM_0123,34,3000.0,1000.0,500.0,86,False,solana,1e-05,3e-06,43.87128330883843,1,13.017028335272798,6.191931012965977,0,1,0,0.3332222592469177,0.4995004995004995
SCAM_0124,28,7021.944570063736,1000.0,500.0,95,False,solana,1e-05,7.021944570063737e-06,43.497891797684446,0,14.240116072882653,19.066407682757795,0,1,0,0.14239041616000175,0.4995004995004995
SCAM_0125,12,23117.483221126175,1000.0,3532.479499915804,78,False,solana,1e-05,2.3117483221126178e-05,15.071291833014566,1,23.945666792236306,3.870099943837104,0,1,0,0.04325543291205965,3.5289505493664373
SCAM_0126,4,6681.873551170647,1000.0,657.3137593953239,82,False,solana,1e-05,6.681873551170648e-06,24.88994023569542,1,8.067028062321604,9.214361219809437,0,0,0,0.14963622943678603,0.6566571022930309
SCAM_0127,28,41062.71713941282,4382.489390794991,3627.823237962539,81,False,solana,1e-05,4.106271713941283e-05,17.035132392670786,1,16.724596640335946,18.928702483184377,1,1,0,0.10672412767495643,0.8276108174416263
SCAM_0128,1,9042.52376425726,5521.758652367894,1431.3719152925678,63,False,solana,1e-05,9.042523764257262e-06,16.393619775098706,1,15.11777357768932,8.974819021596323,0,1,0,0.6105760095629487,0.25917698117748894
SCAM_0129,32,33251.08347470734,6140.67812379391,889.3281476232197,5,False,solana,1e-05,3.325108347470734e-05,6.475477894181312,1,17.229084708692955,13.131993005617625,0,0,0,0.18467047721881,0.14480214197123267
SCAM_0130,6,22207.125455111986,3276.0389541629434,666.8643630319273,77,False,solana,1e-05,2.220712545511199e-05,29.382573359195874,1,5.36220367641681,8.554293561293091,0,1,0,0.14751532995365205,0.20349601343151105
SCAM_0131,34,5628.027238656764,4767.564978715977,753.1454582902178,76,False,solana,1e-05,5.628027238656765e-06,25.10716092915446,1,22.44247817888303,6.210088844624731,0,1,0,0.8469607228004186,0.1579396446628721
SCAM_0132,41,19270.71428364384,1000.0,1612.846850228815,50,False,solana,1e-05,1.9270714283643843e-05,7.059150049999574,1,23.642365649672247,19.695575311236738,0,0,0,0.05188951980513292,1.6112356146142006
SCAM_0133,36,16043.517389026514,1013.875317853644,3781.6571341164863,48,False,solana,1e-05,1.6043517389026515e-05,16.14585856946446,1,16.302663671784178,8.777346119985818,0,1,0,0.06319138764167963,3.7262283037036497
SCAM_0134,29,25183.061516849342,2453.826970111186,3134.799488936144,94,False,solana,1e-05,2.5183061516849343e-05,41.33063543866615,1,18.933016477537844,17.987884869903553,1,0,0,0.0974357122050968,1.2769940721297193
SCAM_0135,42,18497.590398579436,9923.267271660385,5190.887689985739,43,False,solana,1e-05,1.8497590398579437e-05,14.582475626678896,1,23.449987623545915,5.369137511930638,0,1,0,0.5364336988845606,0.5230499691205187
SCAM_0136,22,23662.840883998444,6011.930469246658,1683.7745597061985,89,False,solana,1e-05,2.3662840883998447e-05,10.795794883648924,0,19.144772686267974,5.048989376476583,1,1,0,0.25405556514335514,0.28002561618131494
SCAM_0137,25,3696.202671558297,1000.0,500.0,9,False,solana,1e-05,3.6962026715582967e-06,24.57811041110252,0,8.050780858285227,1.5915475748057157,1,1,0,0.27047475857700815,0.4995004995004995
SCAM_0138,9,23040.737322616736,2363.081595282036,3395.200371675712,29,False,solana,1e-05,2.304073732261674e-05,44.42601816442403,0,16.525767203336265,13.381669682141816,0,1,0,0.10255657211066896,1.4361604009148692
SCAM_0139,20,17044.273879571418,7064.02547403171,1613.557710120725,11,False,solana,1e-05,1.7044273879571418e-05,14.682210860460017,0,17.13430092765712,8.002000530751461,1,0,0,0.414427220350966,0.22838667971566934
SCAM_0140,41,3000.0,1000.0,500.0,74,False,solana,1e-05,3e-06,31.885421896235144,0,13.48261342604772,17.422806746953103,0,1,0,0.3332222592469177,0.4995004995004995
SCAM_0141,33,28150.864799745228,1734.6724063889587,782.1481882101895,27,False,solana,1e-05,2.815086479974523e-05,35.4647846131487,1,19.728884712494455,9.990988227139585,1,1,0,0.06161838367469914,0.4506312281805744
SCAM_0142,7,8896.109669754098,5136.205860677071,2993.7765370098805,59,False,solana,1e-05,8.896109669754099e-06,14.505501759695987,0,23.687340295380295,19.395675130379715,0,0,0,0.5772892603693203,0.5827635913767545
SCAM_0143,34,27277.393002868783,6706.241277841559,3291.55608406442,11,False,solana,1e-05,2.7277393002868784e-05,34.12865394447438,1,23.51137025813553,4.524984798359302,1,1,0,0.2458444409513524,0.49074663452746214
SCAM_0144,7,3000.0,1000.0,500.0,78,False,solana,1e-05,3e-06,19.711325308770128,1,14.016787428082642,17.503840191156605,1,1,0,0.3332222592469177,0.4995004995004995
SCAM_0145,29,24195.34526917086,1329.2697214546629,2588.4683354631247,38,False,solana,1e-05,2.4195345269170864e-05,30.292233223743178,0,7.264760916815105,15.755340203043094,1,0,0,0.05493679754802958,1.9458221845661565
SCAM_0146,28,14482.053666178255,2206.509648178267,2066.768695158744,59,False,solana,1e-05,1.4482053666178258e-05,30.34118843043579,1,24.69682397924669,15.647515048236988,0,1,0,0.1523511338862914,0.9362444675448333
SCAM_0147,37,29757.36537791399,7285.534566301177,1936.2669252752253,82,False,solana,1e-05,2.975736537791399e-05,26.43098736299034,0,21.777961728918683,17.050881334220865,0,1,0,0.2448230765964162,0.2657322088651151
SCAM_0148,16,3000.0,1000.0,500.0,31,False,solana,1e-05,3e-06,8.611590802176332,0,7.493253624065337,15.45945582791698,0,0,0,0.3332222592469177,0.4995004995004995
SCAM_0149,20,3000.0,1000.0,500.0,51,False,solana,1e-05,3e-06,38.41209982356952,1,23.416837652347446,12.898186110996892,0,1,0,0.3332222592469177,0.4995004995004995
SCAM_0150,13,34022.29469741045,1601.9956477429826,752.9613868475061,44,False,solana,1e-05,3.402229469741045e-05,17.83120259886943,1,22.397927241242567,3.4936526759653637,0,0,0,0.047085259143492424,0.4697214168408227
SCAM_0151,7,32837.22609662487,9402.183968994152,6995.303740861886,92,False,solana,1e-05,3.283722609662487e-05,12.46074041599417,1,15.376761142521442,1.6179974103337864,0,0,0,0.2863182664413323,0.7439292652284635
SCAM_0152,12,5905.528336625464,2044.6161217994927,1019.7990495945484,78,False,solana,1e-05,5.905528336625464e-06,6.631005662190557,1,16.825508714898586,18.49610910849805,0,0,0,0.3461620778353243,0.49852904400139797
SCAM_0153,6,67805.55639322795,2612.813804918722,9272.450851874348,32,False,solana,1e-05,6.780555639322795e-05,28.635717727529673,1,12.980054077402606,12.716355975894023,1,1,0,0.03853335051799905,3.547479485503245
SCAM_0154,1,3000.0,1325.5149100352617,500.0,99,False,solana,1e-05,3e-06,32.1025744736913,0,6.095232776440627,16.13420852854735,0,1,0,0.44169107298742477,0.37692753863332673
SCAM_0155,9,52682.28784509913,10424.137625391872,5536.882935389868,58,False,solana,1e-05,5.268228784509913e-05,5.663513157114246,0,11.703944832918019,10.148924678738451,1,0,0,0.19786421940941143,0.5311088576810746
SCAM_0156,28,4600.653618584603,1000.0,500.0,28,False,solana,1e-05,4.600653618584603e-06,25.48372233197124,1,21.057068971960227,3.228855590285495,0,1,0,0.21731318410436648,0.4995004995004995
SCAM_0157,21,42440.98718483695,8187.5203657037155,2684.9904362553775,47,False,solana,1e-05,4.2440987184836955e-05,14.059831007917518,1,5.092640460092057,3.3785300518484584,1,1,0,0.19291086277479563,0.32789689911513475
SCAM_0158,19,40991.47569472024,7913.471478067656,2261.5890489353415,78,False,solana,1e-05,4.099147569472024e-05,30.806911616377995,1,11.669983433822884,14.025740457350455,1,0,0,0.19304692736786563,0.2857536419459706
SCAM_0159,27,6975.577018733131,1002.7176881269688,679.8778661881914,78,False,solana,1e-05,6.975577018733132e-06,11.974657160199659,1,12.963373871818867,9.175812003089792,0,1,0,0.14372631240714823,0.6773596542439211
SCAM_0160,13,8426.673554973555,1665.2524798537218,500.0,33,False,solana,1e-05,8.426673554973556e-06,32.63750952409864,1,15.747912058758457,4.8099698073063974,0,1,0,0.19759337722223239,0.3000745721584129
SCAM_0161,38,6870.285471707352,1426.9004504216914,500.0,48,False,solana,1e-05,6.8702854717073534e-06,20.469413852021496,1,23.39711232825521,10.340296388087301,0,1,0,0.20766135482174056,0.3501644668942703
SCAM_0162,2,3000.0,1000.0,692.7465773576821,44,False,solana,1e-05,3e-06,42.46919954946938,1,11.926919887319226,2.2199698044275475,0,1,0,0.3332222592469177,0.6920545228348473
SCAM_0163,41,3000.0,1000.0,500.0,99,False,solana,1e-05,3e-06,10.50083776583973,1,11.939064037924554,12.057456636373576,0,1,0,0.3332222592469177,0.4995004995004995
SCAM_0164,2,6518.507944440251,1000.0,500.0,49,False,solana,1e-05,6.518507944440251e-06,18.642654042010342,1,19.750024962194967,6.1108746842668555,0,1,0,0.15338580894786494,0.4995004995004995
SCAM_0165,23,13481.773705547188,1564.2836023203645,747.4804111280354,89,False,solana,1e-05,1.348177370554719e-05,9.538940849623563,1,14.044358817796143,16.153622912106574,0,1,0,0.11602090463602269,0.4775367288202445
SCAM_0166,17,19578.638674495476,7296.099111687348,2895.3525200056133,90,False,solana,1e-05,1.9578638674495477e-05,41.98774473114251,1,9.49209645879964,6.896877219547902,0,1,0,0.3726370661370416,0.39678130661104655
SCAM_0167,20,10218.279225404733,2185.360562495752,500.0,22,False,solana,1e-05,1.0218279225404731e-05,40.09357413523924,1,14.048790322653868,9.649182832554223,0,0,0,0.2138468393214103,0.22869055021247048
SCAM_0168,21,17839.06850303494,3762.0060142578,2726.363814810981,98,False,solana,1e-05,1.7839068503034943e-05,15.317665108606224,0,7.817140407595997,1.220790258253912,0,1,0,0.2108739668582444,0.7245175278702598
SCAM_0169,43,10575.53841416212,2558.785020796763,904.8301133582986,68,False,solana,1e-05,1.057553841416212e-05,31.39936184136716,1,8.527739730124466,2.3764908680966186,0,1,0,0.24193029142413147,0.3534789468674442
SCAM_0170,22,5798.787378554192,1000.0,500.0,20,False,solana,1e-05,5.7987873785541925e-06,37.688888008048636,1,14.967355454789594,8.457377571727012,1,0,0,0.17242011382998085,0.4995004995004995
SCAM_0171,12,10092.72897811948,3949.53973956224,1877.7057326574472,57,False,solana,1e-05,1.0092728978119482e-05,27.208032463978494,1,13.378508990090959,10.118837859625346,0,0,0,0.3912864857104636,0.47530359303904035
SCAM_0172,27,20464.40467465577,3158.8484178404988,500.0,99,False,solana,1e-05,2.046440467465577e-05,26.18602313424026,1,23.296918021362,12.40039041426677,1,1,0,0.15435064529910797,0.15823543850299934
SCAM_0173,20,7130.900668120416,2009.6828715693737,1198.1183440504328,95,False,solana,1e-05,7.130900668120418e-06,14.674091636018067,1,12.247877982332662,6.541588995476761,0,1,0,0.2817878382059712,0.5958763368363904
SCAM_0174,2,52686.519557502936,14720.131269559224,7340.227182933845,79,False,solana,1e-05,5.268651955750294e-05,8.72411071223597,1,16.611767005560868,14.204655836404308,0,1,0,0.27938554316442504,0.498618417873372
SCAM_0175,8,10218.811775991438,2790.317247318572,1361.9007877409902,66,False,solana,1e-05,1.021881177599144e-05,40.88863031813307,0,17.645285758390607,17.342325546594886,0,1,0,0.2730301994282942,0.48790612713380227
SCAM_0176,17,7562.416712749296,3884.4658054511538,1282.7752327581256,25,False,solana,1e-05,7.5624167127492975e-06,41.016722286533216,1,5.261889131766672,15.817168788973646,0,0,0,0.5135861149767529,0.3301470909764392
SCAM_0177,1,6716.818927657616,1000.0,500.0,72,False,solana,1e-05,6.716818927657616e-06,30.32405829093072,0,18.270747440334212,1.7527576816187858,0,1,0,0.148857837754892,0.4995004995004995
SCAM_0178,10,24622.88220492431,7217.934284603592,1386.2204085932374,5,False,solana,1e-05,2.4622882204924312e-05,18.561191641948028,1,8.560719337395028,10.12963199789875,0,0,0,0.29312738846517633,0.19202563064602796
SCAM_0179,15,6718.861442166283,1914.6667079446884,684.4526410691718,81,False,solana,1e-05,6.718861442166283e-06,18.968382984506434,1,24.221406349389103,2.9936733899453225,0,1,0,0.2849265158847467,0.3572921313663787
SCAM_0180,17,5177.980719099786,2159.234467773386,1372.9077464563195,17,False,solana,1e-05,5.177980719099787e-06,34.038227154809576,1,7.973254555062259,5.598855301388022,0,1,0,0.41692266970800873,0.6355364507591688
SCAM_0181,7,14259.973076127284,1000.0,1250.7714602732217,72,False,solana,1e-05,1.4259973076127284e-05,40.884410398103086,1,13.292482474540474,19.74658927207578,0,1,0,0.07012144225094916,1.2495219383348868
SCAM_0182,39,3000.0,1124.8122275269243,500.0,60,False,solana,1e-05,3e-06,40.48345697060469,1,6.706993361572877,3.707415315128751,0,1,0,0.37481247168507975,0.44412379593562573
SCAM_0183,33,26457.590354447104,1846.073320489023,2800.8906602954908,5,False,solana,1e-05,2.6457590354447105e-05,36.19502183430495,1,24.937485036918947,10.478874915575766,0,0,0,0.06977217212854044,1.5163938698188437
SCAM_0184,11,7441.84724428463,1298.8486223419332,500.0,13,False,solana,1e-05,7.4418472442846305e-06,30.68126584617151,0,15.043900206624851,12.744958952044263,0,1,0,0.17450964391877322,0.3846601761204713
SCAM_0185,25,5555.1008592826975,1000.0,500.0,33,False,solana,1e-05,5.555100859282698e-06,8.365598599801952,1,16.907700346400876,14.346834440337975,0,1,0,0.1799823338932515,0.4995004995004995
SCAM_0186,29,4476.429146160357,2304.9681179797467,1037.795111371949,19,False,solana,1e-05,4.476429146160357e-06,11.46514856378455,1,6.34152954776855,11.633324986251369,0,1,0,0.5147972291100094,0.45004746738699875
SCAM_0187,46,3000.0,1000.0,500.0,58,False,solana,1e-05,3e-06,40.94216754108317,1,19.999209407983557,1.1856461009644894,1,0,0,0.3332222592469177,0.4995004995004995
SCAM_0188,32,11944.605179771306,4039.7478483861023,2718.427385741056,56,False,solana,1e-05,1.1944605179771308e-05,29.257162386383598,1,9.198111861911716,7.202764856635846,0,1,0,0.33817858430705655,0.6727535317074563
SCAM_0189,33,3802.7531722812664,1000.0,719.0530457465047,71,False,solana,1e-05,3.802753172281267e-06,5.367882064665186,1,22.961085788814273,10.836521224309518,0,1,0,0.2628982362176406,0.7183347110354692
SCAM_0190,24,3000.0,1000.0,500.0,52,False,solana,1e-05,3e-06,9.058861714641285,0,9.102792809640142,2.6694634837518336,1,0,0,0.3332222592469177,0.4995004995004995
SCAM_0191,27,3000.0,1419.7766571990962,1324.6821682791194,38,False,solana,1e-05,3e-06,31.54007076432223,1,8.813754413273331,7.661911692974434,0,0,0,0.47310118533791945,0.9323648172053893
SCAM_0192,10,7342.559638219559,2630.621915683329,2000.683717483298,38,False,solana,1e-05,7.34255963821956e-06,5.2024633538487475,0,5.730993356961898,1.6308590670359648,0,1,0,0.3582216316447212,0.7602473993547811
SCAM_0193,44,7274.724438992584,1236.444404055886,521.9094887992835,20,False,solana,1e-05,7.274724438992584e-06,11.432322056699945,1,14.441338902199984,2.4929914459453943,0,1,0,0.16994107108145062,0.421763989629479
SCAM_0194,36,7353.815640508688,5384.210283632155,4409.67568999277,68,False,solana,1e-05,7.353815640508689e-06,26.949351574663446,1,16.29682266525233,8.541542247830325,0,0,0,0.7320659751112077,0.8188493035073428
SCAM_0195,28,10067.54761396642,1483.2339492614576,892.1431922537976,40,False,solana,1e-05,1.006754761396642e-05,32.67580790770773,1,6.314172788567047,3.521599326818147,0,0,0,0.1473135953793389,0.6010798989591368
SCAM_0196,44,7436.19582886312,1000.0,757.3416818465133,91,False,solana,1e-05,7.436195828863121e-06,31.078450380104023,1,20.51055233390021,11.783276116969605,0,0,0,0.1344592804883644,0.7565850967497636
SCAM_0197,22,21746.521258771576,1000.0,1533.1894516910663,53,False,solana,1e-05,2.1746521258771577e-05,13.970772378422392,0,14.065776694960553,14.099834413608049,0,0,0,0.04598225186682658,1.5316577938971692
SCAM_0198,32,18197.102130565505,3389.238292041028,990.267652959206,53,False,solana,1e-05,1.819710213056551e-05,33.48716885390144,0,15.487805386551601,16.211147283072574,0,1,0,0.18624130514953363,0.2920938198603834
SCAM_0199,15,9825.769323480265,5078.726850693267,2586.529552480094,49,False,solana,1e-05,9.825769323480263e-06,14.489963499872003,1,13.815254938764562,4.8028546406513914,1,1,0,0.5168256914872381,0.5091867394655466
